TfL Reference (TADS area),Camera Head Reference,Borough,Easting,Northing,Speed limit,Location,Fixed Camera Type,Site monitoring start date,Collisions;Fatal;1990,Collisions;Serious;1990,Collisions;Slight;1990,Collisions;Fatal;1991,Collisions;Serious;1991,Collisions;Slight;1991,Collisions;Fatal;1992,Collisions;Serious;1992,Collisions;Slight;1992,Collisions;Fatal;1993,Collisions;Serious;1993,Collisions;Slight;1993,Collisions;Fatal;1994,Collisions;Serious;1994,Collisions;Slight;1994,Collisions;Fatal;1995,Collisions;Serious;1995,Collisions;Slight;1995,Collisions;Fatal;1996,Collisions;Serious;1996,Collisions;Slight;1996,Collisions;Fatal;1997,Collisions;Serious;1997,Collisions;Slight;1997,Collisions;Fatal;1998,Collisions;Serious;1998,Collisions;Slight;1998,Collisions;Fatal;1999,Collisions;Serious;1999,Collisions;Slight;1999,Collisions;Fatal;2000,Collisions;Serious;2000,Collisions;Slight;2000,Collisions;Fatal;2001,Collisions;Serious;2001,Collisions;Slight;2001,Collisions;Fatal;2002,Collisions;Serious;2002,Collisions;Slight;2002,Collisions;Fatal;2003,Collisions;Serious;2003,Collisions;Slight;2003,Collisions;Fatal;2004,Collisions;Serious;2004,Collisions;Slight;2004,Collisions;Fatal;2005,Collisions;Serious;2005,Collisions;Slight;2005,Collisions;Fatal;2006,Collisions;Serious;2006,Collisions;Slight;2006,Collisions;Fatal;2007,Collisions;Serious;2007,Collisions;Slight;2007,Collisions;Fatal;2008,Collisions;Serious;2008,Collisions;Slight;2008,Collisions;Fatal;2009,Collisions;Serious;2009,Collisions;Slight;2009,Collisions;Fatal;2010,Collisions;Serious;2010,Collisions;Slight;2010,Collisions;Fatal;2011,Collisions;Serious;2011,Collisions;Slight;2011,Collisions;Fatal;2012,Collisions;Serious;2012,Collisions;Slight;2012,Casualties;Fatal;1990,Casualties;Serious;1990,Casualties;Slight;1990,Casualties;Fatal;1991,Casualties;Serious;1991,Casualties;Slight;1991,Casualties;Fatal;1992,Casualties;Serious;1992,Casualties;Slight;1992,Casualties;Fatal;1993,Casualties;Serious;1993,Casualties;Slight;1993,Casualties;Fatal;1994,Casualties;Serious;1994,Casualties;Slight;1994,Casualties;Fatal;1995,Casualties;Serious;1995,Casualties;Slight;1995,Casualties;Fatal;1996,Casualties;Serious;1996,Casualties;Slight;1996,Casualties;Fatal;1997,Casualties;Serious;1997,Casualties;Slight;1997,Casualties;Fatal;1998,Casualties;Serious;1998,Casualties;Slight;1998,Casualties;Fatal;1999,Casualties;Serious;1999,Casualties;Slight;1999,Casualties;Fatal;2000,Casualties;Serious;2000,Casualties;Slight;2000,Casualties;Fatal;2001,Casualties;Serious;2001,Casualties;Slight;2001,Casualties;Fatal;2002,Casualties;Serious;2002,Casualties;Slight;2002,Casualties;Fatal;2003,Casualties;Serious;2003,Casualties;Slight;2003,Casualties;Fatal;2004,Casualties;Serious;2004,Casualties;Slight;2004,Casualties;Fatal;2005,Casualties;Serious;2005,Casualties;Slight;2005,Casualties;Fatal;2006,Casualties;Serious;2006,Casualties;Slight;2006,Casualties;Fatal;2007,Casualties;Serious;2007,Casualties;Slight;2007,Casualties;Fatal;2008,Casualties;Serious;2008,Casualties;Slight;2008,Casualties;Fatal;2009,Casualties;Serious;2009,Casualties;Slight;2009,Casualties;Fatal;2010,Casualties;Serious;2010,Casualties;Slight;2010,Casualties;Fatal;2011,Casualties;Serious;2011,Casualties;Slight;2011,Casualties;Fatal;2012,Casualties;Serious;2012,Casualties;Slight;2012
CSL--25034,25/705597,Hounslow,510286,174757,30mph,A312 Faggs Road By Armadale Road N ,Speed Camera,01/03/2006,0,2,6,0,0,8,0,1,2,0,0,1,0,0,2,0,1,6,0,1,12,0,1,8,0,2,11,0,0,11,0,0,11,0,1,8,0,6,6,0,2,4,0,3,7,0,0,5,0,0,1,0,0,7,0,0,2,0,2,5,0,0,4,0,0,4,0,0,1,0,2,11,0,0,12,0,1,3,0,0,1,0,0,2,0,1,10,0,1,14,0,1,9,0,3,19,0,0,14,0,0,15,0,1,9,0,8,9,0,2,4,0,3,11,0,0,6,0,0,1,0,0,8,0,0,3,0,2,12,0,0,7,0,0,4,0,0,1
CSLD-25037,25/709801,Hounslow,512183,177776,70mph,M4 Motorway Between Heston Services Slip Roads,Speed Camera,01/08/2006,0,3,9,0,0,2,0,0,6,0,1,4,2,0,9,0,2,5,0,0,6,0,0,0,0,2,3,0,1,2,0,1,8,0,3,5,0,0,3,0,2,5,1,0,0,0,0,3,0,1,3,0,0,3,0,1,4,0,0,1,0,1,9,0,0,1,0,0,3,0,3,18,0,0,5,0,0,8,0,1,4,2,0,14,0,2,6,0,0,7,0,0,0,0,3,4,0,1,2,0,1,11,0,4,6,0,0,3,0,2,5,1,9,1,0,0,3,0,2,4,0,0,4,0,1,5,0,0,2,0,1,16,0,0,4,0,0,4
CSLD-25035,25/709805,Hounslow,518044,178008,30mph,B455 Ealing Road By Burford Road,Speed Camera,01/05/2006,0,2,1,0,1,4,0,0,5,0,0,0,0,1,7,0,0,3,0,2,4,0,0,5,0,0,2,0,0,4,0,0,2,0,2,2,0,3,5,0,0,3,0,1,4,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,3,0,0,1,0,0,4,0,2,3,0,1,4,0,0,5,0,0,0,0,1,7,0,0,3,0,2,4,0,0,6,0,0,2,0,0,4,0,0,2,0,2,2,0,3,7,0,0,3,0,1,6,0,0,3,0,0,1,0,0,0,0,0,2,0,0,2,0,0,3,0,0,2,0,0,4
CSLD-25036,25/709814,Hounslow,513579,175058,30mph,A314 Hanworth Road By Alice Way,Speed Camera,01/05/2006,0,1,3,0,2,6,0,1,8,1,1,3,0,3,8,0,3,12,0,3,4,0,1,10,0,2,9,0,1,2,0,1,4,0,0,9,0,5,14,0,1,7,0,1,7,0,1,8,0,0,9,0,0,5,0,1,3,0,1,3,0,3,1,0,0,9,0,0,5,0,1,10,0,3,6,0,1,8,1,1,4,0,3,9,0,3,16,0,3,4,0,1,11,0,2,14,0,1,2,0,1,4,0,0,9,0,5,14,0,1,11,0,1,8,0,1,8,0,0,10,0,0,5,0,1,6,0,1,3,0,3,1,0,0,11,0,0,6
CSLD-25036,25/709815,Hounslow,513488,174891,30mph,A314 Hanworth Road By Hibernia Gardens,Speed Camera,01/05/2006,0,1,3,0,2,6,0,1,8,1,1,3,0,3,8,0,3,12,0,3,4,0,1,10,0,2,9,0,1,2,0,1,4,0,0,9,0,5,14,0,1,7,0,1,7,0,1,8,0,0,9,0,0,5,0,1,3,0,1,3,0,3,1,0,0,9,0,0,5,0,1,10,0,3,6,0,1,8,1,1,4,0,3,9,0,3,16,0,3,4,0,1,11,0,2,14,0,1,2,0,1,4,0,0,9,0,5,14,0,1,11,0,1,8,0,1,8,0,0,10,0,0,5,0,1,6,0,1,3,0,3,1,0,0,11,0,0,6
CSLD-25038,25/709835,Hounslow,510170,176994,40mph,A4 Bath Road By Waye Avenue,Speed Camera,01/10/2007,0,2,6,0,0,6,1,0,4,0,0,2,0,0,3,0,0,4,0,0,6,1,1,5,0,1,2,1,0,3,0,2,5,0,0,5,0,1,12,1,0,5,0,0,0,0,1,5,1,2,3,0,0,4,0,2,1,0,0,1,0,0,0,0,0,1,0,0,3,0,2,6,0,0,8,1,0,4,0,0,2,0,0,3,0,0,4,0,0,7,1,1,5,0,1,5,1,1,5,0,3,8,0,0,8,0,1,16,1,0,7,0,0,0,0,1,8,1,2,5,0,0,4,0,2,2,0,0,1,0,0,0,0,0,1,0,0,5
CSLD-25039,25/709837,Hounslow,515351,177261,40mph,A4 Great West Road By Leigham Drive,Speed Camera,01/10/2007,0,10,10,0,6,16,0,0,7,1,3,9,1,2,8,0,0,8,0,1,8,0,0,8,1,4,8,0,4,11,0,2,15,0,2,11,0,3,4,0,2,4,1,1,6,1,1,9,1,1,7,1,2,8,0,0,5,0,0,6,0,0,2,0,0,5,0,1,4,0,14,15,0,7,24,0,0,9,1,3,12,1,5,9,0,0,8,0,1,9,0,0,8,1,6,14,0,4,16,0,2,22,0,2,16,0,3,8,0,2,5,1,1,6,1,1,15,1,1,12,1,2,8,0,0,5,0,0,6,0,0,5,0,0,7,0,1,8
CSLD-25039,25/709838,Hounslow,515326,177238,40mph,A4 Great West Road By Ridgeway Road,Speed Camera,01/10/2007,0,10,10,0,6,16,0,0,7,1,3,9,1,2,8,0,0,8,0,1,8,0,0,8,1,4,8,0,4,11,0,2,15,0,2,11,0,3,4,0,2,4,1,1,6,1,1,9,1,1,7,1,2,8,0,0,5,0,0,6,0,0,2,0,0,5,0,1,4,0,14,15,0,7,24,0,0,9,1,3,12,1,5,9,0,0,8,0,1,9,0,0,8,1,6,14,0,4,16,0,2,22,0,2,16,0,3,8,0,2,5,1,1,6,1,1,15,1,1,12,1,2,8,0,0,5,0,0,6,0,0,5,0,0,7,0,1,8
CSLD-25040,25/709839,Hounslow,512284,172406,30mph,A312 Hampton Road West By Canterbury Road eb,Speed Camera,01/10/2007,0,1,7,0,2,5,0,0,6,0,1,7,0,1,4,0,0,8,0,1,8,0,4,7,0,2,8,0,3,9,1,1,11,0,2,12,0,0,9,0,3,7,0,1,4,0,2,6,1,3,5,0,2,9,0,0,9,0,0,6,0,0,3,0,0,6,0,0,5,0,1,7,0,2,5,0,0,6,0,1,9,0,1,5,0,0,9,0,1,11,0,5,14,0,2,10,0,3,12,1,1,13,0,2,17,0,0,10,0,3,11,0,1,8,0,2,6,1,4,7,0,2,11,0,0,11,0,0,7,0,0,3,0,0,7,0,0,5
CRTB-03024,03/801002,Islington,531626,184373,30mph,A1 - Upper St- Islington Park St,Red Light,01/05/1991,0,0,6,0,0,5,0,1,3,0,0,3,0,0,3,0,0,2,0,0,3,0,0,6,0,1,5,0,1,3,0,2,3,0,0,3,0,0,6,0,0,5,0,1,1,0,0,3,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,0,0,1,0,0,7,0,0,6,0,1,3,0,0,3,0,0,3,0,0,2,0,0,4,0,0,6,0,1,5,0,1,3,0,2,3,0,0,3,0,0,6,0,0,5,0,1,2,0,0,3,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,9,0,0,2
CRTH-03007,03/801003,Islington,530488,185977,30mph,Holloway Road - Parkhurst Road,Red Light,01/02/1992,0,2,20,0,0,16,0,2,10,0,1,11,0,1,13,0,0,13,0,1,19,0,0,7,0,0,12,0,1,13,0,1,17,0,1,11,0,3,9,0,1,9,0,0,6,0,2,7,0,1,8,0,0,5,0,0,5,0,1,8,0,0,6,0,1,11,0,3,8,0,2,25,0,0,18,0,3,12,0,1,14,0,1,15,0,0,16,0,1,22,0,0,8,0,0,13,0,1,19,0,1,18,0,1,13,0,3,15,0,1,10,0,0,7,0,2,8,0,1,10,0,0,5,0,0,5,0,1,9,0,0,10,0,1,13,0,3,12
CRTH-03006,03/801004,Islington,530608,185849,30mph,Holloway Road - Tollington Road,Red Light,01/01/1992,0,0,12,0,3,5,0,1,8,0,0,8,0,1,10,1,4,12,0,1,9,1,5,6,0,1,6,0,3,13,1,1,14,0,2,7,0,1,10,0,4,4,0,2,7,0,2,4,0,1,3,0,3,5,0,1,3,0,0,4,0,0,6,0,1,8,0,1,7,0,0,12,0,3,5,0,1,10,0,0,9,0,1,13,1,4,16,0,1,9,1,5,7,0,1,7,0,3,15,1,1,18,0,2,11,0,2,18,0,4,5,0,2,8,0,2,4,0,1,4,0,3,6,0,1,4,0,0,6,0,0,8,0,1,14,0,1,10
CRTH-03006,03/801005,Islington,530662,185792,30mph,A1 - Holloway Road - Camden Road,Red Light,01/01/1992,0,0,12,0,3,5,0,1,8,0,0,8,0,1,10,1,4,12,0,1,9,1,5,6,0,1,6,0,3,13,1,1,14,0,2,7,0,1,10,0,4,4,0,2,7,0,2,4,0,1,3,0,3,5,0,1,3,0,0,4,0,0,6,0,1,8,0,1,7,0,0,12,0,3,5,0,1,10,0,0,9,0,1,13,1,4,16,0,1,9,1,5,7,0,1,7,0,3,15,1,1,18,0,2,11,0,2,18,0,4,5,0,2,8,0,2,4,0,1,4,0,3,6,0,1,4,0,0,6,0,0,8,0,1,14,0,1,10
CRTH-03007,03/801006,Islington,530436,186029,30mph,A1 - Holloway Road - Seven Sisters Road,Red Light,01/02/1992,0,2,20,0,0,16,0,2,10,0,1,11,0,1,13,0,0,13,0,1,19,0,0,7,0,0,12,0,1,13,0,1,17,0,1,11,0,3,9,0,1,9,0,0,6,0,2,7,0,1,8,0,0,5,0,0,5,0,1,8,0,0,6,0,1,11,0,3,8,0,2,25,0,0,18,0,3,12,0,1,14,0,1,15,0,0,16,0,1,22,0,0,8,0,0,13,0,1,19,0,1,18,0,1,13,0,3,15,0,1,10,0,0,7,0,2,8,0,1,10,0,0,5,0,0,5,0,1,9,0,0,10,0,1,13,0,3,12
CR-B-03003,03/801013,Islington,530164,185478,30mph,Camden Road - Parkhurst Road,Red Light,01/06/1994,1,0,5,0,0,8,0,0,5,0,0,5,0,0,0,0,0,3,0,0,5,0,0,1,0,0,2,0,1,7,0,3,4,0,2,7,0,2,4,1,0,4,0,0,5,0,0,4,0,0,4,0,0,2,0,0,2,0,1,4,0,1,3,0,0,2,0,0,3,1,0,5,0,0,8,0,0,5,0,0,5,0,0,0,0,0,3,0,0,5,0,0,1,0,0,3,0,1,8,0,3,7,0,2,9,0,2,4,2,0,4,0,0,5,0,0,4,0,0,5,0,0,2,0,0,3,0,1,4,0,1,7,0,0,3,0,0,3
CR-B-03010,03/801014,Islington,530736,186263,30mph,Seven Sisters Road - Hornsey Road,Red Light,01/04/1994,0,0,11,0,0,7,0,2,14,0,0,7,0,0,6,0,2,8,0,2,11,0,3,12,0,2,7,0,1,9,0,2,9,0,4,5,0,3,6,1,2,7,0,1,13,0,0,8,0,0,5,0,0,2,0,0,8,0,2,6,0,1,10,0,1,16,0,0,6,0,0,12,0,0,9,0,2,17,0,0,7,0,0,6,0,2,8,0,3,11,0,3,16,0,2,10,0,1,12,0,2,13,0,4,6,0,3,10,1,2,7,0,1,15,0,0,9,0,0,5,0,0,2,0,0,12,0,2,7,0,1,14,0,1,22,0,0,8
CR-B-03001,03/801015,Islington,532772,184807,30mph,A104  Balls Pond Road  A104  Essex Road,Red Light,01/04/1994,0,4,3,0,0,8,0,0,7,0,0,5,0,0,10,0,0,8,0,3,4,0,2,5,0,2,5,0,2,9,0,3,9,0,1,1,0,0,5,0,0,2,0,2,5,0,0,7,0,1,7,0,0,5,0,0,1,0,1,6,0,1,3,0,0,5,0,1,5,0,4,5,0,0,8,0,0,7,0,0,5,0,0,10,0,0,8,0,3,5,0,2,6,0,2,6,0,2,9,0,3,10,0,1,1,0,0,5,0,0,2,0,2,5,0,0,7,0,1,10,0,0,5,0,0,1,0,1,7,0,1,4,0,0,5,0,1,12
CR-B-03022,03/801016,Islington,532131,184155,30mph,A1200  Canonbury Road  A104  Essex Road,Red Light,01/02/1995,1,0,15,0,4,9,0,1,6,0,0,6,0,0,6,0,2,12,0,0,4,0,1,5,1,5,7,0,0,7,0,0,11,0,2,13,0,1,9,0,1,7,0,2,4,0,0,6,0,0,4,0,0,1,0,0,1,0,1,4,0,0,2,0,0,6,0,1,1,1,0,16,0,4,13,0,1,7,0,0,6,0,0,6,0,2,12,0,0,4,0,2,8,1,8,15,0,0,7,0,0,16,0,2,20,0,1,24,0,1,8,0,2,7,0,0,7,0,0,4,0,0,1,0,0,3,0,1,5,0,0,2,0,0,6,0,1,1
CR-B-03002,03/801017,Islington,531085,185071,20mph,B515  Liverpool Road  -  MacKenzie Road,Red Light,01/04/1994,0,1,2,0,1,2,0,1,6,0,0,3,0,0,4,0,1,4,0,1,2,0,1,4,0,0,4,0,1,5,0,0,2,0,2,2,0,2,4,0,0,3,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,2,0,1,2,0,1,6,0,1,7,0,0,4,0,0,6,0,1,6,0,1,3,0,1,6,0,0,4,0,1,6,0,0,2,0,3,2,0,2,6,0,0,3,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,2
CR-B-03011,03/801018,Islington,531258,182529,30mph,A401  Rosebery Avenue  B502  Tysoe Street,Red Light,01/04/1994,0,0,7,0,0,4,0,0,0,0,1,4,0,0,4,0,2,5,0,0,3,0,0,4,0,1,5,0,2,1,0,1,5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,4,0,0,2,0,0,2,0,0,0,0,0,8,0,0,4,0,0,0,0,1,4,0,0,6,0,2,5,0,0,3,0,0,4,0,1,6,0,2,1,0,1,5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,8,0,0,2,0,0,2,0,0,0
CR-B-03012,03/801019,Islington,531636,182501,20mph,B501  St John Street  B502  Percival Street,Red Light,01/04/1994,0,0,5,0,0,5,0,0,9,0,0,4,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,0,7,0,0,9,0,0,4,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
CR-B-03013,03/801020,Islington,531894,182588,30mph,A1  Goswell Road  B502  Lever Street,Red Light,01/04/1994,0,0,5,0,1,5,0,0,5,0,1,4,0,0,5,0,0,3,1,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,2,3,0,3,2,0,0,3,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6,0,1,6,0,0,5,0,1,5,0,0,6,0,0,3,1,0,1,0,0,1,0,2,4,0,0,1,0,0,0,0,2,3,0,3,2,0,0,3,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1
CR-B-03018,03/801025,Islington,529167,185893,30mph,A400  Junction Road  -  Tufnell Park Road,Red Light,01/08/1998,0,0,5,0,2,6,0,1,8,0,1,5,0,1,13,0,4,6,0,1,6,0,0,2,0,1,5,0,0,6,0,0,4,0,0,3,0,0,4,0,0,0,0,0,2,0,2,4,0,0,2,1,0,4,0,1,3,0,0,1,0,2,8,0,0,3,0,0,5,0,0,5,0,2,6,0,1,8,0,1,7,0,1,16,0,4,9,0,1,6,0,0,2,0,1,5,0,0,6,0,0,6,0,0,3,0,0,4,0,0,0,0,0,2,0,2,4,0,0,2,1,0,4,0,1,3,0,0,1,0,2,9,0,0,3,0,0,5
CRTH-03014,03/801029,Islington,531078,183106,30mph,A501  Pentonville Road  -  Penton Street,Red Light,01/03/1996,0,1,9,0,1,4,0,0,10,0,0,10,1,0,11,1,0,5,0,2,3,0,1,7,0,2,8,0,1,5,0,0,4,0,2,8,0,1,7,0,1,3,0,0,0,0,0,8,0,0,2,0,0,3,0,0,2,0,0,6,0,1,3,0,1,3,0,0,3,0,1,12,0,1,6,0,0,11,0,0,13,2,0,14,1,0,6,0,2,3,0,1,7,0,2,12,0,1,5,0,0,6,0,3,14,0,1,10,0,1,3,0,0,0,0,0,8,0,0,2,0,0,3,0,0,2,0,0,7,0,1,4,0,1,3,0,0,3
CRTH-03020,03/801030,Islington,531412,183148,30mph,A501  Pentonville Road  A1  Islington High Street,Red Light,01/03/1996,1,0,12,0,0,8,0,1,7,0,0,10,0,3,7,1,1,12,1,3,9,0,2,10,0,2,13,0,2,6,1,0,11,0,2,9,0,0,14,0,0,15,0,0,7,0,2,5,0,1,9,0,1,7,0,1,4,0,0,6,0,2,3,0,2,11,0,1,12,1,0,13,0,0,11,0,1,8,0,0,17,0,3,9,1,2,14,1,3,9,0,2,14,0,2,16,0,2,9,1,0,11,0,2,9,0,0,15,0,0,17,0,0,9,0,2,6,0,1,10,0,1,8,0,1,10,0,0,7,0,3,4,0,2,15,0,1,13
CR-B-03017,03/801031,Islington,530747,183679,20mph,B154  Copenhagen Street  A5203  Caledonian Road,Red Light,01/03/1996,0,0,4,0,0,5,0,0,3,0,0,7,0,0,4,0,0,5,0,0,5,0,0,3,0,0,1,0,0,1,0,0,6,0,0,4,1,1,5,0,0,3,0,0,1,0,0,1,0,0,1,0,3,1,0,0,0,0,0,2,0,0,3,0,3,5,0,1,1,0,0,4,0,0,5,0,0,5,0,0,8,0,0,6,0,0,5,0,0,7,0,0,3,0,0,1,0,0,1,0,0,6,0,0,6,1,1,7,0,0,5,0,0,1,0,0,1,0,0,1,0,4,1,0,0,0,0,0,2,0,0,4,0,3,5,0,1,2
CR-B-03021,03/801034,Islington,532106,182895,30mph,A501  City Road  -  Central Street,Red Light,01/05/1997,1,1,3,0,0,2,0,0,5,0,1,5,1,0,8,1,0,4,0,0,7,0,1,10,0,2,7,0,1,4,0,1,5,0,1,4,0,0,3,0,3,3,0,0,4,0,0,2,0,2,0,0,1,2,0,0,2,0,0,2,0,0,4,0,0,2,0,1,4,1,1,3,0,0,2,0,0,5,0,1,5,1,0,9,1,0,4,0,0,9,0,1,11,0,2,8,0,1,4,0,1,5,0,1,4,0,0,4,0,3,6,0,0,5,0,0,2,0,2,0,0,1,2,0,0,2,0,0,2,0,0,5,0,0,2,0,1,4
CR-B-03016,03/801039,Islington,531499,186799,30mph,A503  Seven Sisters Road  A1201  Blackstock Road,Red Light,01/03/1999,0,3,3,0,1,8,0,1,6,0,0,8,0,2,10,0,0,9,0,0,7,0,1,8,2,0,7,0,0,9,0,1,8,0,3,11,0,0,4,0,3,5,0,1,6,0,0,3,0,0,6,0,0,7,0,1,5,0,3,2,0,3,5,0,2,5,0,1,6,0,3,7,0,1,9,0,1,6,0,0,8,0,2,11,0,0,9,0,0,8,0,1,9,2,0,7,0,0,9,0,1,10,0,3,13,0,0,4,0,3,5,0,1,7,0,0,3,0,0,8,0,0,7,0,1,6,0,3,3,0,3,5,0,2,6,0,1,7
CRTH-03004,03/801040,Islington,530961,185472,30mph,A1  Holloway Road  A103  Hornsey Road,Red Light,01/03/1999,0,2,7,0,0,12,0,0,8,0,0,5,0,0,3,0,0,6,0,2,5,0,2,5,0,0,8,0,1,4,0,1,7,0,1,3,0,0,5,0,1,8,0,0,4,0,0,4,0,0,3,0,0,2,0,0,3,0,1,2,0,0,4,0,2,4,0,3,1,0,2,12,0,0,14,0,0,8,0,0,6,0,0,5,0,0,6,0,2,6,0,2,5,0,0,9,0,1,4,0,1,10,0,1,4,0,0,6,0,1,9,0,0,4,0,0,5,0,0,3,0,0,3,0,0,3,0,1,2,0,0,6,0,2,4,0,3,1
CR-B-03010,03/801041,Islington,530756,186229,30mph,A103 Hornsey Road By A503 Seven Sisters Road S ,Red Light,01/04/1994,0,0,11,0,0,7,0,2,14,0,0,7,0,0,6,0,2,8,0,2,11,0,3,12,0,2,7,0,1,9,0,2,9,0,4,5,0,3,6,1,2,7,0,1,13,0,0,8,0,0,5,0,0,2,0,0,8,0,2,6,0,1,10,0,1,16,0,0,6,0,0,12,0,0,9,0,2,17,0,0,7,0,0,6,0,2,8,0,3,11,0,3,16,0,2,10,0,1,12,0,2,13,0,4,6,0,3,10,1,2,7,0,1,15,0,0,9,0,0,5,0,0,2,0,0,12,0,2,7,0,1,14,0,1,22,0,0,8
CR-B-03003,03/801054,Islington,530218,185520,30mph,A503  Camden Road  A5203  Hillmarton Road,Red Light,01/06/1994,1,0,5,0,0,8,0,0,5,0,0,5,0,0,0,0,0,3,0,0,5,0,0,1,0,0,2,0,1,7,0,3,4,0,2,7,0,2,4,1,0,4,0,0,5,0,0,4,0,0,4,0,0,2,0,0,2,0,1,4,0,1,3,0,0,2,0,0,3,1,0,5,0,0,8,0,0,5,0,0,5,0,0,0,0,0,3,0,0,5,0,0,1,0,0,3,0,1,8,0,3,7,0,2,9,0,2,4,2,0,4,0,0,5,0,0,4,0,0,5,0,0,2,0,0,3,0,1,4,0,1,7,0,0,3,0,0,3
CSTH-03015,03/701501,Islington,531612,183567,30mph,Upper Street By Essex Road N B N+S ,Speed Camera,01/10/1992,0,1,30,0,2,23,0,4,30,0,2,24,0,2,26,0,2,21,1,3,27,0,2,29,0,6,24,1,4,31,0,4,35,0,0,20,0,4,31,0,0,25,0,1,21,0,4,20,0,0,16,0,1,7,1,2,9,0,2,10,0,1,17,0,2,11,0,1,16,0,1,32,0,2,26,0,4,33,0,2,26,0,2,26,0,3,24,1,3,29,0,2,34,0,6,25,1,4,31,0,4,37,0,0,23,0,4,32,0,0,28,0,1,21,0,4,26,0,0,19,0,1,7,1,2,11,0,2,10,0,1,21,0,2,11,0,1,19
CSTH-03025,03/701503,Islington,531431,184906,30mph,A1  Holloway Road  by Furlong Road,Speed Camera,01/10/1992,0,3,14,0,2,7,0,0,18,0,1,17,0,2,11,0,4,18,0,4,24,0,3,19,0,4,24,0,1,16,0,2,18,0,3,16,0,5,14,0,2,13,0,1,9,0,3,15,0,3,14,0,3,5,1,3,10,0,1,9,0,1,25,0,5,16,0,4,21,0,3,15,0,2,7,0,0,22,0,1,19,0,2,11,0,5,20,0,4,25,0,3,22,0,4,25,0,1,18,0,2,18,0,3,17,0,5,19,0,2,17,0,1,12,0,3,16,0,3,16,0,3,5,1,4,15,0,1,11,0,1,30,0,5,18,0,4,24
CSTH-03005,03/701504,Islington,530817,185624,30mph,Holloway Road By Jackson Road S B (Omni) N+S ,Speed Camera,01/10/1994,0,6,10,0,2,10,0,1,14,1,0,14,0,1,7,0,2,5,0,1,10,0,4,13,0,0,8,1,1,7,0,0,8,0,3,7,0,2,11,0,0,10,0,1,13,0,3,6,1,0,7,0,0,8,0,1,1,0,0,11,0,0,6,1,0,11,0,1,5,0,6,11,0,2,15,0,1,15,1,0,15,0,1,7,0,2,6,0,1,12,0,4,15,0,0,9,1,1,8,0,0,8,0,3,9,0,2,15,0,0,10,0,1,13,0,3,7,1,0,7,0,0,10,0,2,1,0,0,12,0,0,7,1,0,13,0,1,5
CSTH-03005,03/701505,Islington,530817,185624,30mph,A1  Holloway Road  by Jackson Road N B,Speed Camera,01/10/1994,0,6,10,0,2,10,0,1,14,1,0,14,0,1,7,0,2,5,0,1,10,0,4,13,0,0,8,1,1,7,0,0,8,0,3,7,0,2,11,0,0,10,0,1,13,0,3,6,1,0,7,0,0,8,0,1,1,0,0,11,0,0,6,1,0,11,0,1,5,0,6,11,0,2,15,0,1,15,1,0,15,0,1,7,0,2,6,0,1,12,0,4,15,0,0,9,1,1,8,0,0,8,0,3,9,0,2,15,0,0,10,0,1,13,0,3,7,1,0,7,0,0,10,0,2,1,0,0,12,0,0,7,1,0,13,0,1,5
CSTH-03009,03/701506,Islington,530191,186278,30mph,Holloway Road By Manor Gardens S B (Omni) ,Speed Camera,01/10/1992,0,2,9,0,0,17,0,4,13,0,1,9,0,1,6,0,2,13,0,3,13,0,3,12,0,1,9,0,2,6,0,1,12,0,2,14,0,2,11,0,1,10,0,0,5,0,0,6,1,0,2,0,0,4,0,3,13,0,0,6,0,2,15,0,0,8,0,2,5,0,2,11,0,0,18,0,4,14,0,1,10,0,1,7,0,3,15,0,3,16,0,3,13,0,1,10,0,2,6,0,1,12,0,2,22,0,2,14,0,1,10,0,0,6,0,0,7,1,0,2,0,0,5,0,3,14,0,0,7,0,2,17,0,0,9,0,2,5
