TfL Reference (TADS area),Camera Head Reference,Borough,Easting,Northing,Speed limit,Location,Fixed Camera Type,Site monitoring start date,Collisions;Fatal;1990,Collisions;Serious;1990,Collisions;Slight;1990,Collisions;Fatal;1991,Collisions;Serious;1991,Collisions;Slight;1991,Collisions;Fatal;1992,Collisions;Serious;1992,Collisions;Slight;1992,Collisions;Fatal;1993,Collisions;Serious;1993,Collisions;Slight;1993,Collisions;Fatal;1994,Collisions;Serious;1994,Collisions;Slight;1994,Collisions;Fatal;1995,Collisions;Serious;1995,Collisions;Slight;1995,Collisions;Fatal;1996,Collisions;Serious;1996,Collisions;Slight;1996,Collisions;Fatal;1997,Collisions;Serious;1997,Collisions;Slight;1997,Collisions;Fatal;1998,Collisions;Serious;1998,Collisions;Slight;1998,Collisions;Fatal;1999,Collisions;Serious;1999,Collisions;Slight;1999,Collisions;Fatal;2000,Collisions;Serious;2000,Collisions;Slight;2000,Collisions;Fatal;2001,Collisions;Serious;2001,Collisions;Slight;2001,Collisions;Fatal;2002,Collisions;Serious;2002,Collisions;Slight;2002,Collisions;Fatal;2003,Collisions;Serious;2003,Collisions;Slight;2003,Collisions;Fatal;2004,Collisions;Serious;2004,Collisions;Slight;2004,Collisions;Fatal;2005,Collisions;Serious;2005,Collisions;Slight;2005,Collisions;Fatal;2006,Collisions;Serious;2006,Collisions;Slight;2006,Collisions;Fatal;2007,Collisions;Serious;2007,Collisions;Slight;2007,Collisions;Fatal;2008,Collisions;Serious;2008,Collisions;Slight;2008,Collisions;Fatal;2009,Collisions;Serious;2009,Collisions;Slight;2009,Collisions;Fatal;2010,Collisions;Serious;2010,Collisions;Slight;2010,Collisions;Fatal;2011,Collisions;Serious;2011,Collisions;Slight;2011,Collisions;Fatal;2012,Collisions;Serious;2012,Collisions;Slight;2012,Casualties;Fatal;1990,Casualties;Serious;1990,Casualties;Slight;1990,Casualties;Fatal;1991,Casualties;Serious;1991,Casualties;Slight;1991,Casualties;Fatal;1992,Casualties;Serious;1992,Casualties;Slight;1992,Casualties;Fatal;1993,Casualties;Serious;1993,Casualties;Slight;1993,Casualties;Fatal;1994,Casualties;Serious;1994,Casualties;Slight;1994,Casualties;Fatal;1995,Casualties;Serious;1995,Casualties;Slight;1995,Casualties;Fatal;1996,Casualties;Serious;1996,Casualties;Slight;1996,Casualties;Fatal;1997,Casualties;Serious;1997,Casualties;Slight;1997,Casualties;Fatal;1998,Casualties;Serious;1998,Casualties;Slight;1998,Casualties;Fatal;1999,Casualties;Serious;1999,Casualties;Slight;1999,Casualties;Fatal;2000,Casualties;Serious;2000,Casualties;Slight;2000,Casualties;Fatal;2001,Casualties;Serious;2001,Casualties;Slight;2001,Casualties;Fatal;2002,Casualties;Serious;2002,Casualties;Slight;2002,Casualties;Fatal;2003,Casualties;Serious;2003,Casualties;Slight;2003,Casualties;Fatal;2004,Casualties;Serious;2004,Casualties;Slight;2004,Casualties;Fatal;2005,Casualties;Serious;2005,Casualties;Slight;2005,Casualties;Fatal;2006,Casualties;Serious;2006,Casualties;Slight;2006,Casualties;Fatal;2007,Casualties;Serious;2007,Casualties;Slight;2007,Casualties;Fatal;2008,Casualties;Serious;2008,Casualties;Slight;2008,Casualties;Fatal;2009,Casualties;Serious;2009,Casualties;Slight;2009,Casualties;Fatal;2010,Casualties;Serious;2010,Casualties;Slight;2010,Casualties;Fatal;2011,Casualties;Serious;2011,Casualties;Slight;2011,Casualties;Fatal;2012,Casualties;Serious;2012,Casualties;Slight;2012
CRTH-26023,25/805005,Hounslow,509732,175390,50mph,A30  Great South West Road  -  Faggs Road,Red Light,01/10/1992,1,5,17,0,3,15,0,4,21,0,3,8,0,2,8,0,6,15,0,1,11,0,1,5,0,1,7,0,2,6,0,2,11,0,2,6,0,2,9,0,1,8,0,1,6,0,1,9,0,0,9,0,0,5,0,1,0,0,0,5,0,0,5,1,0,11,0,0,4,1,11,26,0,5,21,0,5,37,0,3,13,0,2,12,0,7,21,0,1,13,0,2,12,0,1,10,0,4,7,0,2,19,0,2,14,0,2,15,0,1,11,0,1,8,0,1,13,0,0,14,0,0,10,0,1,0,0,0,6,0,0,10,3,0,13,0,0,4
CRTH-25020,25/805006,Hounslow,508134,173843,50mph,A30  Great South West Road  -  Stanwell Road,Red Light,01/04/1991,1,3,11,0,1,12,0,2,4,0,1,10,0,2,8,0,4,4,0,0,4,0,0,11,1,2,4,0,3,6,0,2,8,1,2,7,0,0,5,0,1,0,0,2,4,0,1,2,0,2,5,0,0,7,0,2,4,0,0,3,0,1,3,0,0,5,0,0,6,1,3,15,0,1,17,0,2,8,0,1,13,0,3,12,0,4,6,0,0,4,0,0,14,1,3,8,0,3,10,0,2,12,1,2,13,0,0,9,0,1,0,0,2,9,0,1,3,0,5,8,0,0,8,0,2,8,0,0,5,0,1,6,0,0,6,0,0,7
CRTH-25018,25/805012,Hounslow,512272,176499,40mph,A4  Great West Road  -  Vicarage Farm Road,Red Light,01/03/1994,2,3,8,0,3,9,1,1,4,1,1,4,0,0,3,0,4,3,0,0,11,0,1,4,0,1,11,1,0,4,1,5,8,0,3,3,0,3,4,0,0,3,0,0,7,0,2,4,0,1,6,0,1,4,0,2,6,0,0,3,0,0,6,0,0,5,0,2,8,2,4,11,0,3,10,1,1,5,1,1,5,0,0,3,0,4,4,0,0,14,0,1,4,0,1,14,1,0,5,1,6,12,0,4,3,0,3,4,0,0,3,0,0,9,0,2,5,0,1,8,0,1,4,0,2,7,0,0,3,0,0,7,0,0,5,0,2,10
CRTH-25009,25/805013,Hounslow,520430,177943,40mph,A4  Great West Road  -  Sutton Court Road,Red Light,01/12/1990,0,1,12,0,1,4,0,1,7,0,1,5,0,4,9,0,1,7,0,1,15,0,1,11,0,1,7,0,0,3,0,0,11,1,1,9,0,0,5,0,2,9,0,2,7,0,0,0,0,2,3,0,1,8,0,1,8,0,1,10,0,1,7,0,0,5,0,0,4,0,1,16,0,2,6,0,2,8,0,1,6,0,4,15,0,1,8,0,1,22,0,1,12,0,1,8,0,0,3,0,0,14,2,3,14,0,0,9,0,2,14,0,2,12,0,0,0,0,3,7,0,1,13,0,2,13,0,1,13,0,1,7,0,0,7,0,0,6
CRTH-25008,25/805014,Hounslow,520889,177080,40mph,A316  Great Chertsey Road  -  Stavely Road,Red Light,01/03/1994,0,0,2,0,2,2,0,2,1,0,0,2,0,0,3,0,1,4,0,1,5,0,3,3,0,1,4,0,0,2,1,2,2,0,0,4,0,3,4,0,1,2,0,0,4,0,1,2,0,1,1,0,0,2,0,0,5,0,0,3,0,0,2,0,0,4,0,1,6,0,0,2,0,2,2,0,2,2,0,0,2,0,0,5,0,1,4,0,1,10,0,3,8,0,2,7,0,0,2,1,2,3,0,0,5,0,4,7,0,1,3,0,0,6,0,1,4,0,1,2,0,0,4,0,0,5,0,0,3,0,0,2,0,0,8,0,1,6
CRTH-25006,25/805015,Hounslow,520468,176533,40mph,A316  Great Chertsey Road  -  Hartington Road,Red Light,01/03/1994,0,2,1,0,0,2,0,0,3,0,0,0,0,1,1,0,0,6,0,0,1,0,1,0,0,2,1,0,0,1,0,1,5,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0,2,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,3,0,0,0,0,2,1,0,0,2,0,0,3,0,0,0,0,1,1,0,0,8,0,0,1,0,2,6,0,2,3,0,0,2,0,1,8,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0,3,5,0,0,0,0,0,0,0,1,1,0,0,3,0,0,5,0,0,0
CRTH-25003,25/805032,Hounslow,515550,177289,40mph,A4  Great West Road  -  Wood Lane,Red Light,01/07/1997,0,3,3,0,4,8,0,0,3,0,1,4,0,1,3,0,0,4,0,0,5,0,0,3,0,1,3,0,3,6,0,0,5,0,1,5,0,1,2,0,0,2,1,1,4,0,1,6,1,1,3,1,1,4,0,0,2,0,0,4,0,0,1,0,0,1,0,0,1,0,4,5,0,5,15,0,0,4,0,1,7,0,1,3,0,0,4,0,0,6,0,0,3,0,1,7,0,3,11,0,0,7,0,1,6,0,1,5,0,0,2,1,1,4,0,1,11,1,1,7,1,1,4,0,0,2,0,0,4,0,0,4,0,0,1,0,0,4
CRTH-25023,25/805033,Hounslow,510637,177346,40mph,A312  The Parkway  -  Cranford High Street,Red Light,01/12/1997,1,1,2,1,1,5,0,0,4,0,1,4,1,1,5,0,1,9,0,0,4,0,0,5,0,1,2,0,0,7,0,0,6,0,0,11,0,0,5,0,1,6,0,1,5,0,1,10,0,4,2,0,0,5,0,2,3,0,2,2,0,0,4,0,0,2,0,0,4,1,6,4,1,2,6,0,0,6,0,2,7,1,4,9,0,1,11,0,0,6,0,0,8,0,1,4,0,0,8,0,0,9,0,0,13,0,0,8,0,1,11,0,2,11,0,1,12,0,4,4,0,0,6,0,2,4,0,4,2,0,0,5,0,0,4,0,0,7
CRTH-25005,25/805036,Hounslow,514919,177170,40mph,A4  Great West Road  -  Thornbury Road,Red Light,01/12/1997,0,4,8,0,7,7,1,1,8,0,1,6,0,1,6,0,1,7,1,1,10,0,2,6,0,0,5,0,0,8,0,4,6,0,0,3,0,0,5,1,0,1,0,1,4,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,4,0,1,2,0,1,2,0,5,14,0,7,9,1,1,9,0,1,7,0,1,10,0,1,10,1,3,14,0,2,8,0,0,6,0,0,12,0,4,13,0,0,3,0,0,5,1,0,5,0,1,5,0,0,1,0,1,3,0,0,1,0,0,1,0,0,3,0,0,7,0,1,3,0,3,3
CRTH-25025,25/805037,Hounslow,513626,176827,40mph,A4  Great West Road  A3005  Heston Road,Red Light,01/12/1997,0,1,11,0,1,11,0,1,8,0,1,10,0,1,4,0,2,9,0,2,4,0,1,8,0,0,5,0,0,5,0,0,7,0,1,6,0,1,7,0,0,5,0,0,4,0,0,5,0,0,2,1,0,2,0,0,2,0,1,3,0,0,5,0,0,4,0,1,4,0,1,17,0,1,14,0,1,10,0,1,13,0,1,4,0,2,14,0,2,4,0,1,9,0,0,6,0,0,8,0,0,9,0,1,7,0,1,8,0,0,5,0,0,9,0,0,8,0,0,2,1,0,2,0,0,2,0,1,8,0,0,8,0,0,4,0,1,4
CRLD-25043,25/809882,Hounslow,510415,176857,40mph,A4  Bath Road  --  The Avenue (9882),Red Light,01/06/2008,0,1,6,0,1,5,0,2,4,0,1,5,0,0,4,0,0,1,0,1,1,0,0,6,0,0,4,0,0,6,0,1,7,0,0,6,0,0,7,0,2,8,0,1,0,0,1,2,0,1,1,0,0,6,0,0,1,0,0,4,0,0,4,0,0,3,0,0,3,0,1,6,0,2,7,0,3,5,0,1,5,0,0,4,0,0,1,0,1,2,0,0,7,0,0,8,0,0,7,0,1,10,0,0,8,0,0,8,0,2,11,0,1,0,0,1,4,0,1,3,0,0,7,0,0,1,0,0,9,0,0,5,0,0,5,0,0,5
CRLD-25041,25/809883,Hounslow,510886,173737,30mph,A312  Harlington Road East  A244  Hounslow Road (9883),Red Light,01/06/2008,0,1,8,1,0,4,0,1,0,0,0,3,0,1,2,0,0,5,0,1,6,0,0,5,0,0,6,0,0,4,0,0,3,0,2,8,0,1,5,0,0,9,0,1,1,0,0,3,0,2,5,0,1,3,0,0,2,0,1,2,0,0,4,0,0,2,0,0,1,0,1,10,1,0,4,0,1,0,0,0,3,0,1,2,0,0,6,0,1,7,0,0,6,0,0,10,0,0,4,0,0,3,0,2,13,0,1,6,0,0,10,0,1,1,0,0,4,0,3,6,0,1,4,0,0,2,0,1,2,0,0,6,0,0,2,0,0,1
CSTH-25022,25/705504,Hounslow,512147,171836,50mph,A316  Country Way  Cresswell Road,Speed Camera,01/10/1992,0,0,0,0,1,0,0,0,2,0,0,1,0,0,4,0,0,2,1,1,0,0,0,2,0,0,0,0,1,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,1,0,0,5,0,0,3,1,2,2,0,0,3,0,0,0,0,1,3,0,0,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
CSTH-25022,25/705505,Hounslow,512147,171836,50mph,A316  Country Way  Cresswell Road,Speed Camera,01/10/1992,0,0,0,0,1,0,0,0,2,0,0,1,0,0,4,0,0,2,1,1,0,0,0,2,0,0,0,0,1,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,1,0,0,5,0,0,3,1,2,2,0,0,3,0,0,0,0,1,3,0,0,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
CSTH-25011,25/705507,Hounslow,521863,178214,40mph,A4  Great West Road  by Netheravon Road,Speed Camera,01/10/1992,0,1,7,0,0,2,0,1,1,0,1,2,0,1,4,0,0,3,0,0,2,1,0,3,1,0,3,0,0,3,0,1,6,0,0,3,0,0,2,0,0,5,1,1,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,3,0,1,1,0,2,12,0,0,2,0,2,2,0,1,5,0,1,8,0,0,3,0,0,2,2,3,4,1,0,3,0,0,4,0,2,7,0,0,3,0,0,2,0,0,7,1,1,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,5,0,1,3
CSTH-25011,25/705508,Hounslow,521863,178214,40mph,A4  Great West Road  by Netheravon Road,Speed Camera,01/10/1992,0,1,7,0,0,2,0,1,1,0,1,2,0,1,4,0,0,3,0,0,2,1,0,3,1,0,3,0,0,3,0,1,6,0,0,3,0,0,2,0,0,5,1,1,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,3,0,1,1,0,2,12,0,0,2,0,2,2,0,1,5,0,1,8,0,0,3,0,0,2,2,3,4,1,0,3,0,0,4,0,2,7,0,0,3,0,0,2,0,0,7,1,1,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,5,0,1,3
CSTH-25026,25/705509,Hounslow,514362,177005,40mph,A4  Great West Road   Penwerris Avenue,Speed Camera,01/10/1992,0,0,2,0,1,2,0,0,1,0,1,0,0,2,1,0,0,1,0,0,1,0,0,4,0,1,0,0,0,1,0,0,1,0,2,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,4,0,0,1,0,0,2,0,1,2,0,0,1,0,1,1,0,2,2,0,0,1,0,0,1,0,0,6,0,5,1,0,0,1,0,0,1,0,2,10,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,4,0,0,7,0,0,1
CSTH-25004,25/705510,Hounslow,514661,177067,40mph,A4  Great West Road   Osterley Court,Speed Camera,01/10/1992,0,0,5,0,1,3,0,0,1,0,0,2,0,1,1,0,1,2,0,0,0,0,0,2,0,1,3,0,0,7,0,1,1,0,0,6,0,1,4,1,1,1,1,0,2,0,1,1,0,0,5,0,0,1,0,0,3,0,0,0,0,1,3,0,0,0,0,0,1,0,0,5,0,1,3,0,0,1,0,0,2,0,1,1,0,1,7,0,0,0,0,0,3,0,1,8,0,0,8,0,1,1,0,0,8,0,1,4,1,2,2,1,0,2,0,1,1,0,0,6,0,0,1,0,0,3,0,0,0,0,1,4,0,0,0,0,0,1
CSTH-26022,25/705511,Hounslow,508396,174309,50mph,A30 Great Southwest Road By Heathrow Perimeter Bridge E B (Omni) E+W ,Speed Camera,01/10/1992,0,0,2,1,0,0,0,0,0,0,1,1,0,1,2,0,0,2,1,0,2,1,0,3,0,0,2,0,0,1,0,0,1,0,1,4,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,0,1,2,0,0,2,1,0,2,1,1,4,0,0,3,0,0,1,0,0,1,0,1,7,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSTH-26022,25/705512,Hounslow,508396,174309,50mph,A30  Great South West Road  near Terminal 4,Speed Camera,01/10/1992,0,0,2,1,0,0,0,0,0,0,1,1,0,1,2,0,0,2,1,0,2,1,0,3,0,0,2,0,0,1,0,0,1,0,1,4,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,0,1,2,0,0,2,1,0,2,1,1,4,0,0,3,0,0,1,0,0,1,0,1,7,0,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSTH-25021,25/705513,Hounslow,510352,175708,50mph,A30  Great South West Road  Girling Way,Speed Camera,01/10/1992,0,1,1,0,2,1,0,1,2,0,1,2,0,1,4,0,1,3,0,0,3,0,1,2,0,0,2,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1,0,1,2,0,1,2,0,2,5,0,1,5,0,0,5,0,1,2,0,0,3,0,2,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0
CSTH-25021,25/705514,Hounslow,510352,175708,50mph,A30  Great South West Road  Girling Way,Speed Camera,01/10/1992,0,1,1,0,2,1,0,1,2,0,1,2,0,1,4,0,1,3,0,0,3,0,1,2,0,0,2,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1,0,1,2,0,1,2,0,2,5,0,1,5,0,0,5,0,1,2,0,0,3,0,2,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0
CSTH-25013,25/705515,Hounslow,518532,178322,40mph,M4  Motorway  Brentford by Junct 2,Speed Camera,01/10/1992,0,4,10,0,1,6,0,1,3,0,0,3,0,0,6,0,3,18,0,1,15,0,0,19,0,1,4,0,1,1,0,0,2,0,0,0,0,0,5,0,0,3,0,0,7,0,0,1,0,0,5,0,0,3,0,0,4,0,0,0,0,0,5,0,0,5,0,0,2,0,4,15,0,1,7,0,1,4,0,0,3,0,0,6,0,3,24,0,1,17,0,0,27,0,2,10,0,2,1,0,0,2,0,0,0,0,0,5,0,0,3,0,0,9,0,0,1,0,0,12,0,0,3,0,0,6,0,0,0,0,0,5,0,0,5,0,0,3
CSTH-25024,25/705518,Hounslow,510413,177971,70mph,A312  The Parkway  south of M4,Speed Camera,01/10/1992,0,0,4,0,0,0,0,0,2,0,0,3,0,0,7,0,0,1,0,0,2,0,1,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,1,1,0,0,1,0,0,2,0,1,1,0,0,5,0,0,0,0,0,3,0,0,3,0,0,9,0,0,1,0,0,2,0,1,6,0,0,2,0,0,0,0,0,0,0,1,2,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,0,1,2,0,0,1,0,0,2,0,1,1
CSTH-25016,25/705520,Hounslow,519336,178844,40mph,A406 Gunnersbury Avenue By Building No 139 N ,Speed Camera,01/10/1992,0,2,8,0,4,9,0,0,4,0,0,4,0,3,6,1,2,3,0,3,7,0,4,2,0,1,3,0,0,3,0,1,13,0,0,7,0,1,3,0,1,5,0,0,8,0,1,7,0,3,10,0,3,9,0,3,3,0,0,5,1,2,9,0,1,7,0,1,7,0,2,12,0,4,13,0,0,5,0,0,6,0,4,12,1,3,4,0,4,11,0,4,2,0,1,4,0,0,6,0,1,18,0,0,7,0,1,4,0,1,7,0,0,11,0,1,8,0,4,11,0,3,13,0,3,5,0,0,6,1,2,12,0,1,9,0,1,14
CSTH-25015,25/705542,Hounslow,516507,178341,40mph,M4  Motorway  Brentford elevated section start,Speed Camera,01/01/1997,1,1,8,0,2,2,0,1,4,0,1,2,0,0,2,0,0,1,0,0,1,0,0,0,0,1,2,0,2,3,0,0,3,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,1,3,12,0,2,2,0,1,9,0,1,4,0,0,2,0,0,1,0,0,1,0,0,0,0,1,2,0,2,4,0,0,7,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,1
CSTH-25017,25/705543,Hounslow,511197,176501,40mph,A4  Bath Road  Haslemere Avenue,Speed Camera,01/01/1997,0,1,4,0,2,2,0,1,1,0,0,3,0,0,1,0,0,3,1,0,8,0,1,6,0,1,4,0,0,3,0,1,3,0,1,3,0,0,6,0,0,4,0,0,1,0,2,4,0,1,2,0,0,2,0,1,2,0,0,8,0,0,4,0,1,5,0,0,4,0,1,4,0,2,3,0,1,1,0,0,4,0,0,1,0,0,3,1,0,8,0,1,8,0,1,5,0,0,4,0,1,3,0,1,8,0,0,7,0,0,4,0,0,1,0,2,6,0,1,2,0,0,2,0,1,2,0,0,13,0,0,6,0,1,11,0,0,4
CSTT-25007,25/705562,Hounslow,520570,176666,40mph,A316  Great Chertsey Road  near Hartington Road,Speed Camera,01/12/1998,0,0,2,0,1,1,0,1,4,0,0,1,0,0,1,0,0,1,0,0,1,0,1,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,0,1,3,0,1,5,0,0,2,0,0,1,0,0,1,0,0,1,0,1,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
CSTH-25002,25/705566,Hounslow,514613,178653,60mph,M4  Motorway  Osterley by Osterley Lane,Speed Camera,01/08/1999,1,0,5,0,1,7,0,2,3,0,1,6,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,2,11,0,3,7,0,1,10,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSTH-25014,25/705567,Hounslow,516016,178658,40mph,M4  Motorway  near Grand Union Canal,Speed Camera,01/08/1999,1,3,6,0,1,3,0,4,4,0,2,4,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,4,6,0,1,3,0,4,10,0,2,11,0,0,4,0,0,0,0,0,3,0,0,0,0,1,1,0,2,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1
CSL--25029,25/705576,Hounslow,518790,178407,40mph,A4  Great West Road  east of jw Lionel Road,Speed Camera,01/10/2003,0,2,5,0,0,0,0,2,2,0,2,3,0,0,1,0,0,5,0,0,4,0,2,2,0,1,1,0,5,3,0,0,7,0,0,4,4,0,4,1,1,2,0,1,3,0,1,3,0,1,3,0,0,2,0,1,2,0,0,2,0,2,4,0,0,2,0,0,1,0,2,5,0,0,0,0,3,2,0,3,3,0,0,1,0,0,5,0,0,4,0,2,3,0,1,3,0,5,7,0,0,7,0,0,4,6,0,4,3,1,2,0,1,3,0,2,7,0,1,3,0,0,5,0,1,2,0,0,2,0,2,6,0,0,3,0,0,1
CSL--25029,25/705577,Hounslow,519133,178469,40mph,A4  Great West Road  east of jw Lionel Road,Speed Camera,01/10/2003,0,2,5,0,0,0,0,2,2,0,2,3,0,0,1,0,0,5,0,0,4,0,2,2,0,1,1,0,5,3,0,0,7,0,0,4,4,0,4,1,1,2,0,1,3,0,1,3,0,1,3,0,0,2,0,1,2,0,0,2,0,2,4,0,0,2,0,0,1,0,2,5,0,0,0,0,3,2,0,3,3,0,0,1,0,0,5,0,0,4,0,2,3,0,1,3,0,5,7,0,0,7,0,0,4,6,0,4,3,1,2,0,1,3,0,2,7,0,1,3,0,0,5,0,1,2,0,0,2,0,2,6,0,0,3,0,0,1
CSL--25031,25/705593,Hounslow,518370,177775,30mph,A315  Brentford High Street  east of Pottery Road,Speed Camera,01/05/2005,0,3,6,0,0,4,0,0,11,0,1,5,0,2,3,0,1,6,0,3,7,0,4,3,0,1,6,0,1,2,0,3,5,0,2,8,0,3,4,0,3,9,1,1,6,0,1,7,0,0,2,0,0,3,0,0,3,0,2,4,0,0,3,0,1,3,0,0,4,0,3,9,0,0,4,0,0,11,0,1,6,0,3,4,0,1,7,0,3,7,0,4,4,0,1,6,0,1,2,0,3,15,0,3,11,0,3,5,0,3,10,1,1,6,0,1,7,0,0,2,0,0,3,0,0,3,0,2,8,0,0,4,0,1,3,0,0,4
CSL--25033,25/705594,Hounslow,515887,176512,30mph,A315  London Road  by Langley Road,Speed Camera,01/07/2005,0,5,14,0,2,10,1,4,9,0,2,5,0,2,10,1,1,11,0,4,8,0,0,15,0,5,13,0,1,8,0,2,12,0,5,6,0,0,15,0,2,5,0,2,4,0,0,8,0,0,5,1,0,3,0,1,6,0,2,4,0,0,10,0,0,8,0,0,8,0,5,17,0,2,11,1,4,10,0,2,6,0,3,10,1,2,12,0,4,10,0,0,17,0,5,18,0,1,14,0,2,15,0,5,6,0,0,16,0,2,10,0,2,4,0,0,9,0,0,6,1,0,5,0,1,9,0,2,4,0,0,12,0,0,10,0,0,11
CSL--25032,25/705595,Hounslow,516776,177664,40mph,A4  Great West Road  by Transport Avenue,Speed Camera,01/06/2005,0,0,6,0,0,8,0,2,4,0,3,11,0,3,3,0,1,9,0,3,6,1,2,8,0,4,9,0,3,12,0,1,11,0,2,12,0,4,10,0,1,8,0,1,8,0,0,7,1,0,4,0,0,2,1,2,1,0,1,5,0,0,6,1,0,9,0,0,3,0,0,6,0,0,11,0,3,6,0,3,15,0,3,7,0,1,16,0,3,6,1,7,13,0,5,13,0,3,19,0,1,18,0,2,22,0,4,13,0,1,9,0,1,8,0,0,8,1,0,5,0,0,2,1,2,3,0,1,5,0,0,7,1,0,16,0,0,3
CSL--25030,25/705596,Hounslow,511618,172849,30mph,A312  Uxbridge Road  by Wigley Road,Speed Camera,01/07/2005,0,1,11,0,1,7,0,0,4,0,2,5,0,1,5,0,0,7,0,2,10,0,1,13,0,1,10,0,2,9,0,3,10,0,1,12,0,3,10,0,2,11,0,1,14,0,2,10,0,1,5,0,0,9,0,1,2,0,1,9,0,2,8,0,0,6,0,0,4,0,1,13,0,1,7,0,0,5,0,2,6,0,1,6,0,0,7,0,3,16,0,1,21,0,1,12,0,2,10,0,3,12,0,1,13,0,3,17,0,2,14,0,1,20,0,2,14,0,1,6,0,0,14,0,1,2,0,1,13,0,3,8,0,0,7,0,0,6
