NAME,GSS_CODE,HECTARES,NONLD_AREA,LB_GSS_CD,BOROUGH,POLY_ID,CountJunctions_y,WardArea_y,JunctionRatio_y
Farringdon Within,E05000017,23.152,0,E09000001,City of London,122518,45,231547,0.000194345
Cripplegate,E05000015,14.545,0,E09000001,City of London,122522,21,145432,0.000144397
Langbourn,E05000019,5.633,0,E09000001,City of London,122513,13,56337,0.000230754
Tower,E05000023,19.734,0.679,E09000001,City of London,122515,34,197354,0.000172279
Bishopsgate,E05000005,25.271,0,E09000001,City of London,50670,32,252703,0.00012663
Queenhithe,E05000022,7.954,3.57,E09000001,City of London,51176,13,79534,0.000163452
Vintry,E05000024,9.211,2.396,E09000001,City of London,122510,20,92095,0.000217167
Cordwainer,E05000013,6.072,0,E09000001,City of London,122507,14,60712,0.000230596
Bread Street,E05000006,9.712,0,E09000001,City of London,122504,15,97125,0.00015444
Cheap,E05000011,8.908,0,E09000001,City of London,122503,24,89081,0.000269417
Bassishaw,E05000003,10.031,0,E09000001,City of London,122519,8,100305,0.000079756
Aldersgate,E05000001,8.636,0,E09000001,City of London,122521,8,86358,0.000092637
Dowgate,E05000016,9.573,2.545,E09000001,City of London,122509,11,95747,0.000114886
Bridge,E05000007,9.419,2.414,E09000001,City of London,122506,12,94197,0.000127392
Billingsgate,E05000004,12.163,3.973,E09000001,City of London,122512,12,121622,0.000098666
Walbrook,E05000025,7.152,0,E09000001,City of London,122511,17,71510,0.000237729
Cornhill,E05000014,6.478,0,E09000001,City of London,122508,11,64788,0.000169784
Lime Street,E05000020,5.512,0,E09000001,City of London,122514,8,55109,0.000145166
Aldgate,E05000002,11.227,0,E09000001,City of London,51182,27,112269,0.000240493
Broad Street,E05000008,8.188,0,E09000001,City of London,50669,12,81887,0.000146543
Coleman Street,E05000012,15.404,0,E09000001,City of London,122520,21,154037,0.00013633
Portsoken,E05000021,6.209,0,E09000001,City of London,122516,9,62079,0.000144976
Candlewick,E05000009,4.346,0,E09000001,City of London,122505,21,43450,0.000483314
